date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/08/09,Joseph,Hopper,Newcastle,London – St. Petersborg,east
1780/08/09,Joseph,Thew,London,Stettin – London,west
1780/08/09,William,Kay,Borrowsstoness,Riga – Leith,west
1780/08/09,Edmund,Heach,Yarmouth,Riga – Lewerpool,west
1780/08/09,John,Mitchel,Leith,St. Petersborg – Leith,west
1780/08/09,Thomas,Øwen,Waterford,St. Petersborg – Waterford,west
1780/08/09,William,Smith,Waterford,St. Petersborg – Waterford,west
1780/08/09,Petter,Grønddahl,Ystad,Stockholm – Harlingen,west
1780/08/09,Alexander,Lohm,Westerwig,Westerwig – Lissabon,west
1780/08/09,Joh. Sev.,Schwartz,Ystad,Ystad – Livorno,west
1780/08/09,Clas Hindr.,Groth,Norkiøping,Norkiøping – Bordeaux,west
1780/08/09,Wietje,Hilbrands,Hoorn,Riga – Amsterdam,west
1780/08/09,Albert,Jans,Groningen,Memel – Bordeaux,west
1780/08/09,Jan,Lubben Lust,Dormerzyl,Kønigsberg – Amsterdam,west
1780/08/09,Pieter,Asmus,Harlingen,Dantzig – Lissabon,west
1780/08/09,Hodse,Tjerds,Amsterdam,St. Petersborg – Lissabon,west
1780/08/09,Jacob,Sybolts,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/09,Jelle,Hennes,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/10,Rintje,Heinks,Embden,Pillau – Embden,west
1780/08/10,Frerik,Konken,Embden,Kønigsberg – Embden,west
1780/08/10,Geert,Geerts Rensen,Embden,Kønigsberg – Embden,west
1780/08/10,Martin,Crutz,Kønigsberg,Kønigsberg – Amsterdam,west
1780/08/10,Martin,Volckman,Kønigsberg,Kønigsberg – Bordeaux,west
1780/08/10,John,Andersen Bechen,Laurvig,Kiøbenhaun – Krageroer og Laurvig,west?
1780/08/10,Amund,Land,Brevig,Kiøbenhaun – Langesund,west
1780/08/10,Abraham,Quislin,Bergen,Reval – Bergen,west
1780/08/10,James,Murry,Newcastle,Memel – Newcastle,west
1780/08/10,James,Sands,Leith,Leith – St. Petersborg,east
1780/08/10,John,Willock,Montrosse,St. Petersborg – Montrosse,west
1780/08/10,James,Crawford,Leith,St. Petersborg – Leith,west
1780/08/10,William,Purchase,London,St. Petersborg – St. Iwes,west
1780/08/10,Lucke,Crosby,London,St. Petersborg – Bristol,west
1780/08/10,Jøns,Pehrson,Malmøe,Gottenborg – Malmøe,east
1780/08/10,Christ.,Jøns Høøk,Baastad,Stockholm – Kongelf,west
1780/08/10,Hans,Anderson,Kullen,Gottenborg – Nykiøping,east
1780/08/10,Anders,Swenson,Kullen,Gottenborg – Landscrone,east
1780/08/10,Anders,Thore,Kullen,Udewalla – Calmar,east
1780/08/10,Jacob,Wennerberg,Torekow,Pillau – Gottenborg,west
1780/08/10,Adam,Flachsen,Stockholm,Stockholm – Rocheforth,west
1780/08/10,Simon E.,Forstrom,Uleaborg,Uleaborg – Livorno,west
1780/08/10,Daniel,Wilde,Stockholm,Riga – Genua,west
1780/08/10,Lamert,Lamerts Dyck,Peckel,Amsterdam – Østersøen,east
1780/08/10,Arjen,Andries Struik,Worckum,Amsterdam – Østersøen,east
1780/08/10,Harm,Jansz Vlas,Rotterdam,Liebau – Schiedam,west
1780/08/10,Claas,Dojes,Gronningen,Pillau – Gronningen,west
1780/08/10,Hans,Iverstadt,Rotterdam,Windau – Amsterdam,west
1780/08/10,Jan,Olserts,Amsterdam,Memel – Amsterdam,west
1780/08/10,Dirk,Jans,Groningen,Pillau – Amsterdam,west
1780/08/10,Dirk,Lausen Bollebacker,Amsterdam,Dantzig – Amsterdam,west
1780/08/10,Zander,Dircks,Harlingen,Kønigsberg – Amsterdam,west
1780/08/10,Eyldert,Tjarks,Amsterdam,Pillau – Amsterdam,west
1780/08/10,Cornelis,Fopkes,Ameland,Dantzig – Amsterdam,west
1780/08/10,Wilhelm,Dievers,Vriesland,Windau – Rotterdam,west
1780/08/10,Broer,Jacobs,Amsterdam,Narwa – Amsterdam,west
1780/08/10,Jacob,Wilmse Lyn,Edam,Pernau – Amsterdam,west
1780/08/10,Rinke,Douves,Vriesland,Liebau – Schiedam,west
1780/08/10,Jurian,de Groot,Harlingen,Liebau – Lissabon,west
1780/08/10,Johannes,Jans Bakker,Stavorn,St. Petersborg – Worckum,west
1780/08/10,Melis,van der Wouden,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/11,Hidde,Dircks Katt,Hamborg,Kønigsberg – Lissabon,west
1780/08/11,Andreas,Olufse Hofmeyer,Hamborg,Hamborg – Stettin,east
1780/08/11,Johan Hinrich,Segeler,Bremen,Bremen – Memel,east
1780/08/11,Melcher,Poppen,Norden,Kønigsberg – Amsterdam,west
1780/08/11,Martin,Kofahl,Lubeck,St. Petersborg – Amsterdam,west
1780/08/11,Hans Rasmus,Sandby,Kiøbenhaun,Kiøbenhaun – Bergen,west
1780/08/11,Søren,Elsen,Thiomøe,Friderichshald – Danmark,east
1780/08/11,Erich,Petersen,Kiøbenhaun,Kønigsberg – Bergen,west
1780/08/11,Diedrich,Bruun,Tronhjem,Dantzig – Tronhem,west
1780/08/11,Peter,Jordt,Flensborg,St. Petersborg – Liworno,west
1780/08/11,William,Beth,Kirkaldy,Memel – Kirkaldy,west
1780/08/11,Robert,Metchell,Whithaven,St. Petersborg – Whithaven,west
1780/08/11,George,Hart,Borrowsstoness,St. Petersborg – Borrowsstoness,west
1780/08/11,Fallenius,Hanson,Skipperkrogen,Silvitsborg – Gottenborg,west?
1780/08/11,Nils P.,Rohle,Torekow,Kønigsberg – Marstrand,west
1780/08/11,Israel,Anderson,Uddewalla,Pillau – Uddewalla,west
1780/08/11,Jan,Anker,Zirksee,Riga – Amsterdam,west
1780/08/12,Peter Joachim,Claasen,Kønigsberg,Kønigsberg – London,west
1780/08/12,Lars,Sorensen Hoyl,Lister Amt,Kiøbenhaun – Bergen,west
1780/08/12,Andreas,Boyesen,Kiøbenhaun,Kiøbenhaun – Island,west
1780/08/12,Mathias,Nielsen Grøn,Laurwig,Kiøbenhaun – Laurwig,west
1780/08/12,Claus,Clausen Ool,Kiøbenhaun,Narwa – Lissabon,west
1780/08/12,Jochim,Mammen,Altona,St. Petersborg – Livorno,west
1780/08/12,Hans N.,Lundt,Eckernførde,St. Petersborg – Venedig,west
1780/08/12,Thomas,Read,Newcastle,Memel – Newcastle,west
1780/08/12,Thomas,Studwell,Linn,Memel – Linn,west
1780/08/12,John,Capstaf,Newcastle,Memel – Alemouth,west
1780/08/12,William,Gellerley,Newcastle,Memel – Newcastle,west
1780/08/12,William,Pigg,Newcastle,Memel – London,west
1780/08/12,George,Millar,Aberdeen,St. Petersborg – Aberdeen,west
1780/08/12,Robert,Pattersøn,Sealock,St. Petersborg – Sealock,west
1780/08/12,Andrew,Thompson,Shields,Riga – Plymouth,west
1780/08/12,Pehr,Michelson,Torekow,Nykiøping – Gottenborg,west
1780/08/12,Anders,Grise,Malmø,Abo – Gottenborg,west
1780/08/12,Carl,Magnus Hell,Stockholm,London – Stockholm,east
1780/08/12,Nanning,Teunis Visser,Amsterdam,Ostende – Memel,east
1780/08/12,Jacob,Lieuves,Dordtrecht,Rotterdam – Narwa,east
1780/08/12,Hendrik,Luis,Delfzyl,Amsterdam – Østersøen,east
1780/08/12,Hendrik Cornelis,Sondag,Groningen,Pillau – Groningen,west
1780/08/12,Pier,Seskers,Ameland,Riga – Amsterdam,west
1780/08/12,Broer,Hendricks de Jonge,Schellingwou,Riga – Amsterdam,west
1780/08/12,Hendrick,Rump,Dorth,Riga – Lissabon,west
1780/08/12,Gauke,Jelles,Heereven,Riga – Amsterdam,west
1780/08/12,Hans,Pieters,Amsterdam,Riga – Genua,west
1780/08/13,Freerick,Hindricks de Boer,Embden,Amsterdam – Østersøen,east
1780/08/13,Jacob,Torstensen,Lister Amt,Kiøbenhaun – Flechefiord,west
1780/08/13,Henrich,Weyer,Sandefiord,Sandefiord – Kiøbenhaun,east
1780/08/13,Hans,Nielsen,Thiomøe,Friderichshald – Danmark,east
1780/08/13,Joseph,Holland,Hull,St. Petersborg – Kirckham,west
1780/08/13,Pehr,Pehrson,Skipperkrogen,Engelholm – Malmøe,east
1780/08/13,Pehr,Jonsen,Skipperkrogen,Malmø – Gottenborg,west
1780/08/13,Ebbe,Paulsen,Torekow,Calmar – Gottenborg,west
1780/08/13,Olof,Friderichson,Torekow,Gottenborg – Østersøen,east
1780/08/13,Homme,Sjords,Hinlopen,Amsterdam – Østersøen,east
1780/08/13,Pieter,Jans,Appingadam,Amsterdam – Østersøen,east
1780/08/14,Theunis,Roelofs Jansen,Nesmerzyl,Amsterdam – Østersøen,east
1780/08/14,Pieter,Thompson,Ostende,Ostende – Riga,east
1780/08/14,Christian,Harems,Embden,Amsterdam – Liebau,east
1780/08/14,Jens,Larsen,Porsgrund,Kiøbenhaun – Langesund,west
1780/08/14,Ole,Thorsen,Thiomøe,Friderichshald – Danmark,east
1780/08/14,Peder,Nielsen,Kiøbenhaun,Christiania – Kiøbenhaun,east
1780/08/14,Jens Jorgen,Nielsen,Sonderborg,Friderichshald – Kioge,east
1780/08/14,Mathias,Schonberg,Malmøe,Malmøe – Gottenborg,west
1780/08/14,Olof,Bergstrøm,Baastad,Gottenborg – Nykiøping,east
1780/08/14,Pehr,Christenson,Skipperkrogen,Kongelf – Stockholm,east
1780/08/14,Hans,Petterson,Torekow,Calmar – Gottenborg,west
1780/08/14,Balthasar,Bierdumpel,Carlscrone,Carlscrone – Livorno,west
1780/08/14,Friderich,Lundberg,Gottenborg,Narva – Gottenborg,west
1780/08/14,Joh. Fridr.,Beyer,Wolgast,Greifswald – Gottenborg,west
1780/08/14,Gabriel,Nøtten,Ystad,Stockholm – Amsterdam,west
1780/08/14,Anders,Dahlstrøm,Stockholm,Stockholm – Amsterdam,west
1780/08/14,Claas,Arents Niebour,Peckel,Amsterdam – Østersøen,east
1780/08/14,Jan,Jacobs Nooten,de Lemmer,Rouen – Østersøen,east
1780/08/15,Frantz,Bannitz,Kønigsberg,Amsterdam – Østersøen,east
1780/08/15,Claas,Reinders,Embden,Embden – Østersøen,east
1780/08/15,Henderk,Jans Meints,Nesmerzyl,Leer – Østersøen,east
1780/08/15,Peter,Strensky,Bremen,Treptow – Bordeaux,west
1780/08/15,Johan,Albrecht,Dantzig,Dantzig – Dublin,west
1780/08/15,Peter,Rasch,Dantzig,Dantzig – Island,west
1780/08/15,Samuel,Goverts,Dantzig,Dantzig – Lewerpool,west
1780/08/15,Johan Jochim,Jensen,Lubeck,Dantzig – Amsterdam,west
1780/08/15,George,Mickley,Dantzig,Dantzig – London,west
1780/08/15,Christian,Rykman,Ostende,St. Petersborg – Ostende,west
1780/08/15,Morten,Halvorsen,Moss,Kiøbenhaun – Moss,west
1780/08/15,Mathias,Richard,Fehmern,Bergen – Kiøbenhaun,east
1780/08/15,Søren,Hansen Foyen,Tonsberg,Tonsberg – Kiøbenhaun,east
1780/08/15,Ole,Andersen Medgaard,Thiomøe,Kiøbenhaun – Moss,west
1780/08/15,Diderich,Guttromsen,Thiomøe,Kiøbenhaun – Friderichshald,west
1780/08/15,Niels,Thul,Friderichshald,Kiøbenhaun – Amsterdam,west
1780/08/15,Samuel,Sørensen,Christiania,Collberg – London,west
1780/08/15,Hindrick,Feddersen,Kiøbenhaun,Kiøbenhaun – Lissabon,west
1780/08/15,Robert,Anderson,Berwick,Memel – Berwick,west
1780/08/15,Daniel,Sinclair,Calmilton,Dantzig – Calmilton,west
1780/08/15,James,Symes,Borrowstoness,Dantzig – Perth,west
1780/08/15,John,Cram,Newcastle,Memel – London,west
1780/08/15,James,Neaper,Newry,St. Petersborg – Newry,west
1780/08/15,Newark,Andrew,Bristol,St. Petersborg – Bristol,west
1780/08/15,Mathew,Peacøck,Hull,St. Petersborg – Hull,west
1780/08/15,Thomas,Porrit,London,St. Petersborg – London,west
1780/08/15,Thomas,Dahle,Scarbourg,Riga – Portsmouth,west
1780/08/15,Lars,Hanson,Ramsiø,Nykiøping – Helsingborg,?
1780/08/15,Johan,Facks,Barth,Rotterdam – Liebau,east
1780/08/15,Jons,Jonson,Torekow,Stockholm – Gottenborg,west
1780/08/15,Borge,Anderson,Gottenborg,Pillau – Gottenborg,west
1780/08/15,Ingemar,Hindrichson,Halland,Dantzig – Gottenborg,west
1780/08/15,Anders,Bolin,Torekow,Stockholm – Gottenborg,west
1780/08/15,Magnus,Wendel,Aahuus,Christianstad – Amsterdam,west
1780/08/15,Olof,Hedstrøm,Stockholm,Stockholm – Brest,west
1780/08/15,Bogislaus,Steffens,Wolgast,Stockholm – Amsterdam,west
1780/08/15,Swen Nils,Stahre,Stockholm,Stockholm – Bordeaux,west
1780/08/15,Jan,Jacobs Mooy,Peckel,Amsterdam – Østersøen,east
1780/08/15,Maarten,Wouters,Dorth,Rotterdam – Riga,east
1780/08/15,Sytje,Lammerts,Hinlopen,Amsterdam – Østersøen,east
1780/08/15,Hendrick,Dirks Klein,Peckel,Amsterdam – Østersøen,east
1780/08/15,Brugt,Douves,Groningen,Amsterdam – Østersøen,east
1780/08/15,Egbert,Egberts,Groningen,Amsterdam – Østersøen,east
1780/08/15,Claas,Alberts,Hinlopen,Amsterdam – Riga,east
1780/08/15,Hindrick,Claesen Kip,Appingedam,Embden – Konigsberg,east
1780/08/15,Lamert,Lammerts,Peckel,Amsterdam – Østersøen,east
1780/08/15,Jochim,Jurjens,Delfzyl,Delfzyl – Østersøen,east
1780/08/15,Claas,Juries,Grauv,Portsmouth – Østersøen,east
1780/08/15,Harmen,Jacobs,Groningen,Zoltkamp – Østersøen,east
1780/08/15,Pieter,Dircks,Mackum,Liebau – Amsterdam,west
1780/08/15,Willem,Jans Moesker,Veendam,Pillau – Amsterdam,west
1780/08/15,Eyse,Yges,de Lemmer,Liebau – Amsterdam,west
1780/08/15,Gerbrand,Dirks Metz,Amsterdam,Amsterdam – Friderickshavn,?
1780/08/15,Ties,Jans Visser,Amsterdam,Kønigsberg – Amsterdam,west
1780/08/15,Evert,Jansz de Boer,Groningen,Riga – Amsterdam,west
1780/08/15,Cornelis,Peper,Amsterdam,Amsterdam – Wyborg,east
1780/08/15,Gerrit,Kooyman,Amsterdam,Cadix – Østersøen,east
1780/08/15,Abraham,Jans,Amsterdam,Hamborg – Elbing,east
1780/08/15,Abraham,Jans,Amsterdam,Hamborg – Konigsberg,east
1780/08/15,Lucas,Mathiesen,Dorth,Bordeaux – Lubeck,east
1780/08/16,Hendrik,Tannen,Kønigsberg,Amsterdam – Kønigsberg,east
1780/08/16,Claas,Dirks Bakker,Embden,Kønigsberg – Embden,west
1780/08/16,Dietrich,Sullau,Bremen,Memel – Brest,west
1780/08/16,Bochard,Gatjen,Bremen,Memel – L' Orient,west
1780/08/16,George,Poppien,Kønigsberg,Kønigsberg – Amsterdam,west
1780/08/16,Casper,Strohmer,Bremen,Bremen – Memel,east
1780/08/16,Nicolas,Jebsen,Sonderborg,Kiøge – Bergen,west
1780/08/16,Johan Henrich,Dahl,Stavanger,Dantzig – Bergen,west
1780/08/16,Rasmus,Bertelsen,Dragøe,Dantzig – Bergen,west
1780/08/16,Jurgen,Danielsen Steenbeck,Kiøbenhaun,Kiøbenhaun – St. Croix,west
1780/08/16,Johan,Luders,Altona,St. Petersborg – Altona,west
1780/08/16,Lorentz Christian,Petersen,Flensborg,Reval – Port a Port,west
1780/08/16,Peter,Scott,Dysart,Memel – Dysart,west
1780/08/16,Charles,Browell,Stockholm,Stockholm – London,west
1780/08/16,Nils,Pehrson Bende,Torekow,Carlshavn – Gottenborg,west
1780/08/16,Anders,Lind,Malmøe,Malmøe – Gottenborg,west
1780/08/16,Jacob,Lindsted,Gottenborg,Marstrand – St. Petersborg,east
1780/08/16,Joh. Christoph,Dinnies,Wolgast,Dantzig – Lissabon,west
1780/08/16,Nicolas,Utter,Stockholm,Stockholm – Lissabon,west
1780/08/16,Pieter,Jans Koster,Rotterdam,Kønigsberg – Rotterdam,west
1780/08/16,Potte,Jans,Harlingen,Marennes – Østersøen,east
1780/08/16,Dirk,Varkevisser,Rotterdam,Liebau – Schiedam,west
1780/08/17,Claas,Gerdes,Hamborg,Wyborg – Bordeaux,west
1780/08/17,Sybrand Jurgen,Holm,Windau,Windau – Gothenborg,west
1780/08/17,Hinrich,Klevenhusen,Bremen,Wyborg – Bordeaux,west
1780/08/17,Martin,Haase,Stolpe,Dantzig – Nantes,west
1780/08/17,Charles,Welborn,Kønigsberg,Seudres – Kønigsberg,east
1780/08/17,Ole,Finsen,Notterøe,Helsingøer – Moss,west
1780/08/17,Jurgen,Clementsen,Aalborg,Narwa – Aalborg,west
1780/08/17,Mads,Nielsen Harbel,Kiøbenhaun,Amsterdam – Memel,east
1780/08/17,Knud,Elster,Friderichshald,Memel – Lissabon,west
1780/08/17,Christian Jacob,Bock,Eckernførde,St. Petersborg – Liworno,west
1780/08/17,John,Johnston,Newcastle,Dantzig – London,west
1780/08/17,Alexander,Horsburgh,Linn,Memel – Leith,west
1780/08/17,Robert,Henry,Leith,St. Petersborg – Leith,west
1780/08/17,Alexander,Wilson,Sealock,St. Petersborg – Sealock,west
1780/08/17,John,Wilson,Montrosse,Narwa – Montrosse,west
1780/08/17,Anthony,Harrison,Bridport,St. Petersborg – Bridport,west
1780/08/17,John,Woolff,Hull,Riga – Hull,west
1780/08/17,William,Doughty,London,St. Petersborg – London,west
1780/08/17,Magnus,Anderson,Uddewalla,Stockholm – Uddewalla,west
1780/08/17,Olof N.,Bonde,Kullen,Malmø – Uddewalla,west
1780/08/17,Jeremias,Blomquist,Abo,Abo – Bordeaux,west
1780/08/17,Erit,Siøman,Stockholm,Stockholm – L' Orient,west
1780/08/17,Bengt,Holmstrøm,Stockholm,Stockholm – Bordeaux,west
1780/08/17,Carl,Holm,Stockholm,Stockholm – Bristol,west
1780/08/17,Nils,Hillerstrøm,Gottenborg,Stockholm – Gottenborg,west
1780/08/17,Mathias,Enzoth,Stockholm,Stockholm – Brest,west
1780/08/17,Carl,Essenberg,Stockholm,Stockholm – Havre de Grace,west
1780/08/17,John And.,Wyck,Stockholm,Riga – Bordeaux,west
1780/08/17,Christian,Belin,Kullen,Wisby – Uddewalla,west?
1780/08/17,Petter,Schrøder,Uddewalla,Carlscrone – Uddewalla,west
1780/08/17,Olof,Pehrson,Kullen,Kongelf – Stockholm,east
1780/08/17,Eric,Erstrøm,Biørneborg,Biørneborg – Genua,west
1780/08/17,Mathias,Schultz,Stockholm,Stockholm – Brest,west
1780/08/17,Martin,Wallis,Barth,Stockholm – Amsterdam,west
1780/08/17,Abraham,Schodyk,Amsterdam,Pillau – Amsterdam,west
1780/08/17,Tjebbe,Rinckes,Amsterdam,Riga – Amsterdam,west
1780/08/17,Jan,den Brassen,Rotterdam,Liebau – Barcellona,west
1780/08/18,Nicolas Mathias,Scheel,Lubeck,Rostock – Bordeaux,west
1780/08/18,Joen,Hansen,Thiomøe,Riga – Langesund,west
1780/08/18,Peter,Wolle,Kiøbenhaun,Marseille og Genua – Kiøbenhaun,east?
1780/08/18,Jacob,Juriens,Peckel,Pillau – Amsterdam,west
1780/08/18,Pieter,Sipkes Sevensma,Amsterdam,St. Petersborg – Dordrecht,west
1780/08/19,Lammert,Jans Rebock,Embden,Amsterdam – Østersøen,east
1780/08/19,Johan,Wachter,Bremen,Memel – L' Orient,west
1780/08/19,Hendrick,Helmers,Bremen,St. Martin – Memel,east
1780/08/19,Hans,Asbiornsen Nettland,Flechefiord,Kiøbenhaun – Flechefiord,west
1780/08/19,Hans,Sørensen Woyl,Flechefiord,Kiøbenhaun – Bergen,west
1780/08/19,Ole,Thorsen,Thiomøe,Helsingøer – Friderichshald,west
1780/08/19,Hans,Nielsen,Thiomøe,Helsingøer – Friderichshald,west
1780/08/19,Anders,Larsen Tysland,Bergen,Kønigsberg – Bergen,west
1780/08/19,Jan,Pieters,Huusum,Kiøbenhaun – Amsterdam,west
1780/08/19,Alexander,Wesselberg,Laurvig,Kiøbenhaun – Friderichstad,west
1780/08/19,Stephen,Ryder,Lewerpool,St. Petersborg – Lewerpool,west
1780/08/19,Benjamin,Hevitson,Scarbourg,Memel – Scarbourg,west
1780/08/19,Nils,Pehrson Bohle,Hofsogn,Halmstad – Østersøen,east
1780/08/19,Hindr. J.,Tongberg,Uddewalla,Dantzig – Uddewalla,west
1780/08/19,Nils,Beckstrøm,Calmar,Carlscrone – London,west
1780/08/19,Lorntz,Holm,Gottenborg,Stockholm – Amsterdam,west
1780/08/19,Hans,Thinberg,Stockholm,Stockholm – L' Orient,west
1780/08/19,E. G.,Hockeflyckt,Carlscrone,Carlscrone – Genua,west
1780/08/19,Anthon,Carlsund,Carlscrone,Liebau – Livorno,west
1780/08/19,Eric,Biorcklund,Gefle,Gefle – Hull,west
1780/08/19,Douve,Sybrands,Mackum,Amsterdam – Østersøen,east
1780/08/19,Jan,Vogedes,Amsterdam,Amsterdam – Østersøen,east
1780/08/19,Pieter,Fridricks,Amsterdam,Amsterdam – Østersøen,east
1780/08/19,Albert,Joachims,de Lemmer,Riga – Rivadeo,west
1780/08/19,Hendrick,Jonkees,Dordrecht,Cadix – Riga,east
1780/08/20,Joh. Joch.,Bahr,Rostock,Christiansund – Kiøbenhavn,east
1780/08/20,Joh. Joch.,Bahr,Rostock,Christiansund – Rostock,east
1780/08/20,Johan,Meyer,Bremen,Bremen – Memel,east
1780/08/20,Johan Hinr.,Meyerdircks,Bremen,Memel – St. Malo,west
1780/08/20,Martin,Kamrath,Kønigsberg,Bremen – Kønigsberg,east
1780/08/20,Jeremias Diederich,Ausborn,Lubeck,St. Petersborg – Lissabon,west
1780/08/20,Sigbiørn,Anders Tjorsvog,Flechefiord,Flechefiord – Kiøbenhaun,east
1780/08/20,Andreas,Hansen,Odensee,Dramen – Kiøbenhaun,east
1780/08/20,Peter,Larsen Schoug,Friderichshald,Kiøbenhaun – Friderichshald,west
1780/08/20,Hans,Harnack,Fehmern,Marstrand – Lubeck,east
1780/08/20,Diederich,Boyesen,Kiøbenhaun,Grønland – Kiøbenhaun,east
1780/08/20,Peter,Jensen Becker,Kiøbenhaun,Memel – Lissabon,west
1780/08/20,John,Terry,Hull,Riga – Hull,west
1780/08/20,Thomas,Watson,London,St. Petersborg – London,west
1780/08/20,Hindr.,Borjeson,Crust,Udewalla – Malmøe,east
1780/08/20,Petter,Fellning,Warberg,Warberg – Malmøe,east
1780/08/20,Gudmund,Pohlson,Kullen,Gottenborg – Malmøe,east
1780/08/20,Maans,Pehrson,Torekow,Calmar – Gottenborg,west
1780/08/20,Gabriel,Monselius,Ekenas,Gottenborg – Stockholm,east
1780/08/20,Swen,Witt,Carlshavn,Marstrand – Pillau,east
1780/08/20,Erich,Kierman,Ystad,Kongelf – Stockholm,east
1780/08/20,Jacob,Reyer,Barth,Stockholm – Nordsøen,west
1780/08/20,Ary,Pieterse de Haas,Rotterdam,Zirksee – Østersøen,east
1780/08/20,Jeye,Wiggers,Hinlopen,Amsterdam – Østersøen,east
1780/08/20,Hendrik,Hendriks,Dockum,Amsterdam – Østersøen,east
1780/08/20,Timme,Vriesvick,Rotterdam,Ostende – Windau,east
1780/08/20,Jan,Luyt,Dorth,Rotterdam – Riga,east
1780/08/20,Sybrand,Dirks,Hinlopen,Amsterdam – Riga,east
1780/08/20,Jacob,Andries,Amsterdam,Rotterdam – St. Petersborg,east
1780/08/20,Pier,Hessels,Rotterdam,Rotterdam – Sundet,east
1780/08/20,Pier,Hessels,Rotterdam,Rotterdam – Windau,east
1780/08/20,Petrus,Piebes Sipma,Amsterdam,Riga – Amsterdam,west
1780/08/20,Mathias,Pietersen,Rotterdam,Riga – Barcellona,west
1780/08/21,Peter,Flindt,Rostock,Amsterdam – Rostock,east
1780/08/21,Jacob,Seegelken,Kønigsberg,Seudres – Kønigsberg,east
1780/08/21,Nicolas,dos Santos,Port a Port,Riga – Port a Port,west
1780/08/21,Hedde,Hylkes,Kønigsberg,Bordeaux – Dantzig,east
1780/08/21,Joachim Friederich,Domfrey,Stettin,Bordeaux – Stettin,east
1780/08/21,Anders,Olsen Steenberg,Kiøge,Kiøge – Drammen,west
1780/08/21,Tønnis,Masch,Bornholm,Mandahl – Bornholm,east
1780/08/21,Christen,Andersen,Nedenæslehn,Arendahl – Kiøbenhaun,east
1780/08/21,Jens,Koefoed,Kiøbenhaun,Strad David – Kiøbenhaun,east
1780/08/21,Alexander,Youl,Aberdeen,Aberdeen – Dantzig,east
1780/08/21,John,Lambton,Bristol,Windau – Bristol,west
1780/08/21,John,Medd,Hull,Kønigsberg – Hull,west
1780/08/21,Robert,Cowham,London,St. Petersborg – London,west
1780/08/21,Paul,Hock,Torekow,Torekow – Malmøe,east
1780/08/21,Pehr,Nilson,Skipperkrogen,Gottenborg – Malmøe,east
1780/08/21,Olof,Jonson,Halmstad,Halmstad – Danmark,east
1780/08/21,Pehr,Ebbeson,Ramsiø,Halmstad – Østersøen,east
1780/08/21,Mathias,Wickander,Carlebye,Gottenborg – Dantzig,east
