date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/05/19,Jens,Jensen,Nedenæslehn,Østerriisøer – Helsingør,east
1780/05/19,Claus,Hersted,Christiania,Helsingør – Christiania,west
1780/05/19,Christopher,Brandt,Svendborg,Bergen – Dantzig,east
1780/05/19,Lars,Nielsen Retz,Christiansand,Christiansand – Østersøen,east
1780/05/19,Lorentz,Hansen Neumann,Kiøbenhavn,Kiøbenhavn – St. Eustatius,west
1780/05/19,Niels,Mahl,Kiøbenhavn,Amsterdam – Kiøbenhavn,east
1780/05/19,William,Kirckwood,Saltcoats,Saltcoats – Memel,east
1780/05/19,William,Dane,Lancaster,Lancaster – Riga,east
1780/05/19,Samuel,Reed,Londondery,Londondery – Dantzig,east
1780/05/19,Robert,McClealand,Belfast,Belfast – St. Petersborg,east
1780/05/19,James,Cruden,Aberdeen,Aberdeen – Dantzig,east
1780/05/19,John,Richie,Saltcoats,Saltcoats – Memel,east
1780/05/19,William,Berwick,Lancaster,Lancaster – St. Petersborg,east
1780/05/19,William,Thompson,Saltcoats,Saltcoats – Memel,east
1780/05/19,William,Matson,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/05/19,Peter,Anderson,Inverkeithing,Memel – Inverkeithing,west
1780/05/19,Casp. Sam.,Øhmanson,Norkiøping,Norkiøping – Amsterdam,west
1780/05/19,Reynder,de Ruyter,Dorth,Rotterdam – Friderichshavn,?
1780/05/19,Edde,Ulricks,Edam,Hamborg – Liebau,east
1780/05/19,Willem,Bragger,Rotterdam,Belfast – Riga,east
1780/05/19,Sjerk,Wylkes,Worckum,Amsterdam – Østersøen,east
1780/05/19,Andries,Alderts,Sardam,Havre de Grace – Østersøen,east
1780/05/19,Gusbert,de Lange,Rotterdam,Rotterdam – Østersøen,east
1780/05/19,Heerke,Hendricks,Rotterdam,Ostende – Riga,east
1780/05/19,Arent,Jans Oltman,ter Peckel,Zoltkamp – Østersøen,east
1780/05/20,Meggel,Meggels,Kønigsberg,Hamborg – Kønigsberg,east
1780/05/20,Meggel,Meggels,Kønigsberg,Hamborg – Sundet,east
1780/05/20,Hans,Witting,Faaborg,Langesund – Faaborg,east
1780/05/20,Lorentz,Lorentzen,Sønderborg,Dramen – Assens,?
1780/05/20,Christian,Babbe,Fehmern,Dantzig – Bergen,west
1780/05/20,Søren,Svendsen,Christiansand,Bordeaux – Kiøbenhavn,east
1780/05/20,Søren,Svendsen,Christiansand,Bordeaux – Sundet,east
1780/05/20,Elias,Hansen Honnerøe,Scheen,Langesund – Kiøbenhavn,east
1780/05/20,Peter,Jørgensen,Rudkiøping,Moss – Kiøbenhavn,east
1780/05/20,Ole,Thorsen,Thiomøe,Laurvig – Kiøbenhavn,east
1780/05/20,Hans,Kyhl,Fehmern,Christiania – Kiøbenhavn,east
1780/05/20,Helmich,Gabrielsen,Stavanger,Stavanger – Danmark,east
1780/05/20,Ole,Rasmussen,Tønsberg,Tønsberg – Kiøbenhavn,east
1780/05/20,Claus,Christiansen,Rudkiøping,Moss – Kiøbenhavn,east
1780/05/20,Johan Siegward,Neste,Moss,Moss – Helsingøer,east
1780/05/20,Isbrand,Jacobsen,Dragøe,Bergen – Danmark,east
1780/05/20,James,Young,Leith,Campveer – Riga,east
1780/05/20,William,Nish,Dundee,Campveer – Riga,east
1780/05/20,David,Kay,Kirkaldy,Campveer – St. Petersborg,east
1780/05/20,Robert,Mawer,Dundee,Campveer – Riga,east
1780/05/20,George,Marr,Aberdeen,Campveer – Dantzig,east
1780/05/20,Pieter,Crouden,Leith,Campveer – St. Petersborg,east
1780/05/20,Alexander,Myles,Dundee,Campveer – Riga,east
1780/05/20,John,Chine,Crail,Crail – Dantzig,east
1780/05/20,David,Miles,Dundee,Campveer – Riga,east
1780/05/20,John,Sampson,Leith,Leith og Campheer – Østersøen,east?
1780/05/20,Patrick,Beatson,Leith,Leith – Østersøen,east
1780/05/20,George,Hodge,Leith,Leith og Campveer – Østersøen,east?
1780/05/20,Gunne,Lundberg,Warberg,Warberg – Rugenwalde,east
1780/05/20,Jacob,Wallis,Stralsund,London – Østersøen,east
1780/05/20,Abraham,Bengtson,Baastad,Gottenborg – Helsingfors,east
1780/05/20,Anders,Jonson,Halmstad,Kongelf – Østersøen,east
1780/05/20,Jacob,Wennerberg,Torekov,Marstrand – Elbing,east
1780/05/20,Jons,Nilson,Gottenborg,Gottenborg – Østersøen,east
1780/05/20,Ebbe E.,Juncker,Torekov,Gottenborg – Kiøbenhaun,east
1780/05/20,Ebbe E.,Juncker,Torekov,Gottenborg – Stralsund,east
1780/05/20,Nils,Pehrson Bohle,Halmstad,Lybeck – Marstrand,west
1780/05/20,Peter Adam,Andreas,Stralsund,Amsterdam – Lybeck,east
1780/05/20,Sicke,Wiebes,Wartena,Havre de Grace – Østersøen,east
1780/05/20,Hindrik,Heyne,Dockum,Rotterdam – Liebau,east
1780/05/20,Hinderk,Pieters Kreiter,ter Peckel,Termunterzyl – Østersøen,east
1780/05/20,Claas,Hendriks,ter Peckel,Amsterdam – Østersøen,east
1780/05/20,Dirk,Jacobs Moog,ter Peckel,Amsterdam – Østersøen,east
1780/05/20,Jan,Meinderts Remers,Worckum,Rouen – Riga,east
1780/05/21,Johan,Jensen,Rostock,Bergen – Rostock,east
1780/05/21,Michel,Freese,Kønigsberg,Hull – Kønigsberg,east
1780/05/21,Johan,Mencke,Bremen,Bremen – Memel,east
1780/05/21,Evert,Hyben,Embden,Croisic – Riga,east
1780/05/21,Jochim,Otto,Dantzig,Lewerpool – Dantzig,east
1780/05/21,Henrich,Weyer,Sandefiord,Sandefiord – Kiøbenhavn,east
1780/05/21,Christian,Nielsen Agerup,Tonsberg,Moss – Helsingør,east
1780/05/21,Rasmus,Eschildsen,Kiøbenhavn,Christiania – Kiøbenhavn,east
1780/05/21,Andreas,Pouelsen,Friderichshald,Amsterdam – Liebau,east
1780/05/21,Hans,Hansen,Odensee,Bergen – Konigsberg,east
1780/05/21,Thomas,Hellesen,Faaborg,Bergen – Kønigsberg,east
1780/05/21,Seneca,Nyegaard,Odensee,Bergen – St. Petersborg,east
1780/05/21,Ellert,Ellertsen,Bergen,Bergen – Riga,east
1780/05/21,Niels,Crost,Dragøe,Bergen – Kiøbenhavn,east
1780/05/21,Maynard,Fitsimmins,Belfast,Belfast – Memel,east
1780/05/21,John,Spinck,Dundee,Stavanger – Riga,east
1780/05/21,Christian,Wallis,Barth,Gottenborg – Østersøen,east
1780/05/21,Hans,Olson,Halland,Gottenborg – Kiøbenhaun,east
1780/05/21,Pehr,Christenson,Lysekihl,Udewalla – Pillau,east
1780/05/21,Anders,Olson,Halland,Gottenborg – Kiøbenhaun,east
1780/05/21,Carl Gustaw,Berg,Stockholm,London – Stockholm,east
1780/05/21,Hendrik,Morkerken,Rotterdam,Rotterdam – Riga,east
1780/05/21,Thomas,Wilson,Zirksee,Zirksee – Wyborg,east
1780/05/22,Johan J.,Bahr,Rostock,Christiansund – Kiøbenhavn,east
1780/05/22,Petter,Maack,Rostock,Christiansund – Rostock,east
1780/05/22,Jochum,Busch,Rostock,Bergen – Rostock,east
1780/05/22,Niss,Hanssen,Riga,Leverpool – Riga,east
1780/05/22,Peder,Anderschou,Odensee,Bergen – Kiøbenhavn,east
1780/05/22,Anders,Thomsen,Tonsberg,Friderichshald – Danmark,east
1780/05/22,Jens Jorgen,Nielsen,Sonderborg,Friderichshald – Danmark,east
1780/05/22,Peder,Nielsen,Kiøbenhavn,Kiøbenhavn – Christiania,west
1780/05/22,Jens,Stephensen Smith,Middelfart,Dramen – Kiøbenhavn,east
1780/05/22,Aanon,Kielsen,Nedenæslehn,Langesund – Kiøbenhavn,east
1780/05/22,Peter,McKinlay,Scotland,Bergen – Dantzig,east
1780/05/22,Diedrich,Guttormsen,Thiomøe,Kiøbenhavn – Friderichshald,west
1780/05/22,Hans,Brosgaard,Kiøbenhavn,Kiøbenhavn – Island,west
1780/05/22,Henrich,Wohlert,Fehmern,Bergen – Stettin og Wolgast,east?
1780/05/22,Hans,Hansen Ennerlef,Kiøbenhaun,Kiøbenhaun – Island,west
1780/05/22,Hans,Rastrop,Odensee,Bergen – St. Petersborg,east
1780/05/22,Anders,Jensen Prost,Dragøe,Bergen – St. Petersborg,east
1780/05/22,Mathias,Richard,Fehmern,Bergen – Lubeck,east
1780/05/22,Isaac,Waale,Kiøbenhavn,Kiøbenhavn – St. Thomas,west
1780/05/22,Friderich,Rehder,Kiøbenhavn,Kiøbenhavn – St. Thomas,west
1780/05/22,Niels,Nielsen,Odensee,Bergen – St. Petersborg,east
1780/05/22,Vallentin,Huun,Bergen,Bergen – St. Petersborg,east
1780/05/22,Lorentz,Lorentzen Eliassen,Kiøbenhavn,Kiøbenhavn – Gothenborg,west
1780/05/22,Lars,Hellemann,Bergen,Bergen – Pernau,east
1780/05/22,Conrad,Bohl,Stralsund,Bergen – Stockholm,east
1780/05/22,Jons,Kock,Torekov,Gottenborg – Kiøbenhaun,east
1780/05/22,Nils,Hellerstrøm,Onsala,Gottenborg – Stockholm,east
1780/05/22,Carl,Eckman,Falkenberg,Falkenberg – Malmøe,east
1780/05/22,Lourens,de Vries,Middelborg,Middelborg – Stockholm,east
1780/05/22,Gabel,Lolkes,Grauv,Windau – Rotterdam,west
1780/05/22,Reyer,Dirks Flapper,Vriesland,Liebau – Amsterdam,west
1780/05/22,Sjord,Douves,Vriesland,Liebau – Rotterdam,west
1780/05/22,Bauke,Pieters,Amsterdam,Liebau – Amsterdam,west
1780/05/23,Hans Jacob,Seyer,Rostock,Tronhiem – Rostock,east
1780/05/23,Andreas,Block,Rostock,Tronhiem – Rostock,east
1780/05/23,Friderich,Bahr,Rostock,Rostock – Bergen,west
1780/05/23,Frantz,Teklenburg,Bremen,Memel – Bremen,west
1780/05/23,Frantz Christopher,Steffens,Lubeck,Lubeck – Bordeaux,west
1780/05/23,Richard,Benden,Sandwick,Sandwick – Memel,east
1780/05/23,Robert,Barr,Glasgow,Memel – Glasgow,west
1780/05/23,Robert,Gray,Schotland,Memel – Sealock,west
1780/05/23,William,Prentice,Whitby,Memel – Whitby,west
1780/05/23,John,Hearne,Shields,Memel – Yarmouth,west
1780/05/23,Daniel,Stevenson,Whitby,Memel – London,west
1780/05/23,John,Kraum,Newcastle,Memel – Newcastle,west
1780/05/23,Henry,Stockhouse,Whitby,Memel – London,west
1780/05/23,Mathew,Peacøck,Whitby,Memel – Hull,west
1780/05/23,Thomas,Colley,Scarbourg,Memel – London,west
1780/05/23,Alexander,Comb,Borrowstoness,Riga – Hull,west
1780/05/23,John,Brown,Hull,Riga – Hull,west
1780/05/23,Ole,Evie,Bergen,Kiøbenhavn – Bergen,west
1780/05/23,Hans,Munch,Nyeborg,Molde – Kiøbenhavn,east
1780/05/23,Christen,Andersen,Nedenæslehn,Kiøbenhavn – Arendahl,west
1780/05/23,Andreas,Hansen,Kiøbenhavn,Kiøbenhavn – Vlissingen,west
1780/05/23,Lauritz,Erichsen Minor,Kiøbenhavn,Kiøbenhavn – St. Croix,west
1780/05/23,Peter,Hansen,Kiøbenhavn,Thorshavn – Kiøbenhavn,east
1780/05/23,Jacob,Fridrichsen,Flensborg,Memel – Port a Port,west
1780/05/23,Pehr,Eskelson,Torekov,Malmøe – Torekov,west
1780/05/23,Anders,Thore,Kullen,Marstrand – Stockholm,east
1780/05/23,Olof N.,Juncker,Gottenborg,Stockholm – Gottenborg,west
1780/05/23,Magnus,Wendel,Aahuus,Christianstad – Amsterdam,west
1780/05/23,Hendrik,Alberts Backer,ter Peckel,Kønigsberg – Amsterdam,west
1780/05/23,Pieter,Lubberts Catt,de Jouver,Liebau – Amsterdam,west
1780/05/23,Abraham,Hendricks,ter Peckel,Pillau – Amsterdam,west
1780/05/23,Benedictus,van der Schuit,Heeg,Windau – Amsterdam,west
1780/05/23,Adam,Pieters,Vriesland,Liebau – Amsterdam,west
1780/05/23,Huite,Martens Bakker,Worckum,Liebau – Amsterdam,west
1780/05/23,Volckert,Jans Dyck,Dockum,Dantzig og Pillau – Ostende,west?
1780/05/23,Jacob,Hendriks,Worckum,Liebau – Lissabon,west
1780/05/24,Heinrich H.,Augusta,Embden,Memel – Embden,west
1780/05/24,Jan,Giesen Kucken,Embden,Swinemunde – Amsterdam,west
1780/05/24,Michael,Jorns,Dantzig,Dantzig – Dublin,west
1780/05/24,Carl Paul,Meuske,Stettin,Bordeaux – Stettin,east
1780/05/24,William,Duck,Newcastle,Linn – Riga,east
1780/05/24,William,Grant,Linn,Linn – Wyborg,east
1780/05/24,Samuel,Price,Yarmouth,Newcastle – Riga,east
1780/05/24,Peter,Richardson,Hull,Hull – Narwa,east
1780/05/24,William,Fletcher,Hull,Hull – St. Petersborg,east
1780/05/24,John,Hutton,Borlington,Borlington – Liebau,east
1780/05/24,King,Wiles,Hull,Hull – Narwa,east
1780/05/24,John,Blackey,Shields,London – Memel,east
1780/05/24,Hegelund Andr.,Undahl,Mandahl,Kiøbenhavn – Mandahl,west
1780/05/24,John,Green,Linn,Linn – Wyborg,east
1780/05/24,Mathias,Schildholm,Flensborg,Dantzig – Marseille,west
1780/05/24,James,Fletcher,London,Hull – St. Petersborg,east
1780/05/24,Thomas,Broadley,Hull,Hull – Stockholm,east
1780/05/24,William,Neale,Lancaster,Hull – Riga,east
1780/05/24,Christopher,Callet,Lancaster,Hull – Riga,east
1780/05/24,John,Richardson,Lancaster,Hull – Riga,east
1780/05/24,James,Walles,Shields,London – Stettin,east
1780/05/24,Peter,Brad,Linn,Linn – Friderichshavn,?
1780/05/24,William,Blackburn,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,North,Clarck,Newcastle,Newcastle – Stockholm,east
1780/05/24,Thomas,Roogers,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,James,Walker,Newcastle,Newcastle – Kiøbenhavn,east
1780/05/24,Edward,Atkin,Newcastle,Newcastle – Dantzig,east
1780/05/24,Robert,Thompson,Newcastle,Newcastle – Kiøbenhavn,east
1780/05/24,John,Harrison,Shields,Newcastle – Kiøbenhaun,east
1780/05/24,Jonathan,Tindale,Whitby,Newcastle – Kiøbenhavn,east
1780/05/24,Joseph,Clarcke,Whitby,Newcastle – Kiøbenhavn,east
1780/05/24,Robert,Knags,Whitby,Newcastle – Kiøbenhavn,east
1780/05/24,Peter,Lambton,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,Ralph,Willis,Stockton,Stockton – St. Petersborg,east
1780/05/24,Francis,Wells,Blackney,Newcastle – Østersøen,east
1780/05/24,William,Rooper,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,John,Humble,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,Francis,Wood,Hull,Hull – St. Petersborg,east
1780/05/24,Joseph,Jackson,Shields,Newcastle – Kiøbenhavn,east
1780/05/24,Valentine,Fowler,Scarbourg,London – St. Petersborg,east
1780/05/24,John,Petch,Hull,Hull – St. Petersborg,east
1780/05/24,Richard,Hagon,Shields,Memel – London,west
1780/05/24,Thomas,Daunason,Shields,Memel – Shields,west
1780/05/24,Joseph,Wright,Hull,Hull – St. Petersborg,east
1780/05/24,Thomas,Postgate,Shields,Memel – Shields,west
1780/05/24,Stephen,Shirlew,Hull,Hull – St. Petersborg,east
1780/05/24,Isaac,Ward,Hull,Hull – St. Petersborg,east
1780/05/24,Robert,Dixon,Whitby,Memel – London,west
1780/05/24,Nathanael,Brown,Newcastle,Newcastle – Lybeck,east
1780/05/24,John,Wooler,Hull,Hull – St. Petersborg,east
1780/05/24,John,Wise,Hull,Hull – Dantzig,east
1780/05/24,John,Gee,Lewerpool,Dantzig – Lewerpool,west
1780/05/24,John,Sharp,Hull,Hull – Reval,east
1780/05/24,Robert,Hutchinson,Hull,Hull – Kønigsberg,east
1780/05/24,John,Gleadah,Hull,Hull – St. Petersborg,east
1780/05/24,Benjamin,Holland,Hull,Hull – St. Petersborg,east
1780/05/24,William,Jackson,Hull,Hull – St. Petersborg,east
1780/05/24,John,Thompson,Hull,Hull – Riga,east
1780/05/24,George,Watson,Hull,Hull – St. Petersborg,east
1780/05/24,William,Crow,Yarmouth,Yarmouth – St. Petersborg,east
1780/05/24,Henry,Palfrey,Hull,Hull – St. Petersborg,east
1780/05/24,Johan,Thiel,Stralsund,Stralsund – London,west
1780/05/24,Johan,Hammarbeck,Stockholm,Stockholm – Lissabon,west
1780/05/24,Pieter,Jans de Jonge,Groningen,Memel – Groningen,west
1780/05/24,Jan,Harms Tundlar,ter Peckel,Kønigsberg – Amsterdam,west
1780/05/24,Boele,Jacobs,ter Peckel,Liebau – Amsterdam,west
1780/05/24,Evert Hendrik,Schortenbroek,ter Peckel,Pillau – Amsterdam,west
1780/05/24,Pieter,Gerbrands Bley,Worckum,Dantzig – Amsterdam,west
1780/05/25,Jochim S.,Harder,Rostock,Christiansund – Kiøbenhavn,east
1780/05/25,Barent Fridrik,Hansen,Bremen,Amsterdam – Østersøen,east
1780/05/25,Heinrich,Daanken,Bremen,Bremen – Memel,east
1780/05/25,Geert,Geerts Rensen,Embden,Amsterdam – Østersøen,east
1780/05/25,Ludvig,Gercken,Bremen,Bremen – Memel,east
1780/05/25,Jan,Luytjes,Embden,Croisic – Riga,east
1780/05/25,Christopher,Giese,Stettin,Amsterdam – Stettin,east
1780/05/25,Johan,Kruse,Stettin,London – Stettin,east
1780/05/25,Lewien Hendrick,Tode,Lubeck,Seudres – Lubeck,east
1780/05/25,Daniel,Stovhaas,Stettin,Bordeaux – Stettin,east
1780/05/25,Hans Christ.,Moldt,Kiøbenhavn,Drammen – Kiøbenhavn,east
1780/05/25,Nicolay,Iebsen,Sønderborg,Kiøge – Bergen,west
1780/05/25,Christian,Sørensen Kields,Kiøbenhavn,Kiøbenhavn – Island,west
1780/05/25,Jan,Reynert,Helsingør,Amsterdam – Helsingør,east
1780/05/25,Niels,Randulff,Christiansand,Stavanger – Kiøbenhavn og Riga,east?
1780/05/25,Hans,Cappel,Kiøbenhavn,St. Thomas – Kiøbenhavn,east
1780/05/25,Robert,Halket,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/05/25,James,Reed,Hull,Newcastle – Kiøbenhavn,east
1780/05/25,James,Atkin,Ipswick,Newcastle – Østersøen,east
1780/05/25,George,Burn,Blyth,Newcastle – Kiøbenhavn,east
1780/05/25,Marmaducke,Nickerman,Burlington,Shields – Wismar,east
1780/05/25,Martin,Cook,Hull,Hull – Riga,east
1780/05/25,Nicholas,Fischer,Hull,Hull – St. Petersborg,east
1780/05/25,Thomas,Cooper,Sunderland,Sunderland – St. Petersborg,east
1780/05/25,John,Johnston,Leith,Leith – St. Petersborg,east
1780/05/25,John,Nursaw,Hull,Hull – St. Petersborg,east
1780/05/25,Leonard,Stephenson,Hull,Hull – St. Petersborg,east
1780/05/25,Edward,Daniel,Yarmouth,Yarmouth – St. Petersborg,east
1780/05/25,Carl,Peters,Barth,London – Østersøen,east
1780/05/25,Nicholas,Wilken,Barth,London – Østersøen,east
1780/05/25,Martin,Wallis,Barth,London – Østersøen,east
1780/05/25,Carl,Magnus Berg,Carlshavn,Bremen – Rostock,east
1780/05/25,Anders,Bolin,Uddewalla,Malmøe – Uddewalla,west
1780/05/25,Hans,Ohman,Stockholm,Stockholm – Brest,west
1780/05/25,Johan Fredr.,Widegren,Stockholm,St. Ubes – Stockholm,east
1780/05/25,Bengt,Hanhals,Stockholm,Algier – Stockholm,east
1780/05/25,Nicholas,Utter,Stockholm,Toreviga – Stockholm,east
1780/05/25,Carl Eric,Siøman,Abo,Amsterdam – Abo,east
1780/05/25,Joh. Gust.,Lallien,Stockholm,Cagliari og Livorno – Stockholm,east?
1780/05/25,Johan,Hasselius,Stockholm,Ivica – Stockholm,east
1780/05/25,Christopher,Spann,Stockholm,Genua – Stettin,east
1780/05/25,Mathias,Schultz,Stockholm,Marseille – Stockholm,east
1780/05/25,Rintje,Pieters,Mackum,Amsterdam – Windau,east
1780/05/25,Peter,Hansen,Dockum,Portsmouth – Østersøen,east
1780/05/25,Gerben,Ages,Mackum,Portsmouth – Østersøen,east
1780/05/25,Pieter,Hilbrandts,Hoorn,Amsterdam – Østersøen,east
1780/05/25,Harm,Henricks,Groningen,Amsterdam – Østersøen,east
1780/05/25,Claas,Tjerks Klein,Amsterdam,Amsterdam – Riga,east
1780/05/25,Witse,Baukes,Amsterdam,London – Østersøen,east
1780/05/25,Tjerd,Hylkes,Worckum,Amsterdam – Riga,east
1780/05/25,Gerlof,Pieters Bouman,Amsterdam,Amsterdam – Østersøen,east
1780/05/25,Foppe,Foppes Baas,Amsterdam,St. Ubes – Østersøen,east
1780/05/25,Eskel,Ruurds,Amsterdam,Rouen – St. Petersborg,east
1780/05/26,Martin,Priets,Kønigsberg,Rochester – Kønigsberg,east
1780/05/26,Jan,Siebolds,Embden,Amsterdam – Collberg,east
1780/05/26,Luis,Rodrigues Sianna,Lissabon,Lissabon – St. Petersborg,east
1780/05/26,Jens,Jensen,Nedenæslehn,Helsingør – Østerriisør,west
1780/05/26,Søren,Nielsen,Tonsberg,Kiøbenhavn – Tonsberg,west
1780/05/26,Jan,Pieters,Huusum,Kiøbenhavn – Amsterdam,west
1780/05/26,Hans,Hansen Møller,Kiøbenhavn,Mallaga – Kiøbenhavn,east
1780/05/26,William,Currie,Lynn,Rotterdam – Riga,east
1780/05/26,Robert,Burbanck,Whitby,Memel – London,west
1780/05/26,William,Grey,Newcastle,Stettin – London,west
1780/05/26,Hans,Pohlson,Toreko,Malmøe – Gottenborg,west
1780/05/26,Olof,Knutson,Malmøe,Riga – Gottenborg,west
1780/05/26,Douve,Feites de Boer,Mackum,Dieppe – Østersøen,east
1780/05/26,Jacob,Hommes,de Lemmer,Vlissingen – Østersøen,east
1780/05/26,Jan,Harms Mulder,ter Peckel,Amsterdam – Østersøen,east
1780/05/26,Freerk,Reynders,de Lemmer,Amsterdam – Riga,east
1780/05/26,Jelle,Hennes,Mackum,Amsterdam – St. Petersborg,east
1780/05/27,Johannes,Dutrieul,Ostende,Ostende – St. Petersborg,east
1780/05/27,Christian,Ludke,Stettin,Stettin – London,west
1780/05/27,Martin,Kromer,Stettin,Stettin – Bristol,west
1780/05/27,Peder,Michelsen Larssen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/05/27,Marcus,Miller,Kiøbenhavn,Kiøbenhavn – Finmarken,west
1780/05/27,Jens,Andriesen,Helsingør,Kiøbenhavn – Amsterdam,west
1780/05/27,Hans,Kalsen,Sønderborg,Riga – Marseille,west
1780/05/27,Jurgen,Torbensen,Flensborg,Cette – Kønigsberg,east
1780/05/27,Robert,Clarck,Whitby,Memel – London,west
1780/05/27,William,Gollowley,Newcastle,Memel – London,west
1780/05/27,William,Nichols,Whitby,Memel – London,west
1780/05/27,Joshua,Kneshaw,Whitby,Memel – London,west
1780/05/27,Thomas,Pyman,Whitby,Riga – Portsmouth,west
1780/05/27,Hans,Olson,Gottenborg,Kiøbenhavn – Gottenborg,west
1780/05/27,Paul,Hok,Torekov,Wennersborg – Malmøe,east
1780/05/27,Andreas,Olson,Halland,Kiøbenhavn – Halland,west
1780/05/27,John,Truedson,Halmstad,Marstrand – Windau,east
1780/05/27,Swen,Stephanson,Ramsiø,Marstrand – Stockholm,east
1780/05/27,Friedr.Math.,Thiel,Stralsund,Wismar – Cadix,west
1780/05/27,Homme,Dirks Toll,Groningen,Memel – Groningen,west
1780/05/27,Booy,Symens,Rotterdam,Dantzig – Rotterdam,west
1780/05/28,Gerhard,Boe,Bremen,Ostende – Østersøen,east
1780/05/28,Jan,Cornelis Voll,Dantzig,Dantzig – Belfast,west
1780/05/28,Anders,Olsen Steenberg,Kiøge,Kiøge – Dramen,west
1780/05/28,Niels,Ploug,Kiøbenhavn,Kiøbenhavn – Finmarken,west
1780/05/28,Jacob,Boyssen,Silt,Dantzig – Lissabon,west
1780/05/28,James,Primrose,Kincardin,Kiøbenhavn – Gottenborg,west
1780/05/28,John,Law,Aberdeen,Aberdeen – Dantzig,east
1780/05/28,Thomas,McClemmy,Newcastle,Dantzig – Port a Ferry,west
1780/05/28,Isaac,Robinson,Whitby,Riga – Hull,west
1780/05/28,William,Hustler,Lewerpool,Dantzig – Hull,west
1780/05/28,Thomas,Courser,Hull,Riga – Hull,west
1780/05/28,Johan,Jonson,Kullen,Domsteen – Hammermøllen,?
1780/05/28,Johan,Jonson,Kullen,Domsteen – Wisby,east?
1780/05/28,Anders,Lund,Warberg,Warberg – Malmøe,east
1780/05/28,Eric,Erichson,Uddewalla,Kiøbenhavn – Gottenborg,west
1780/05/28,Talenius,Hanson,Skipperkrogen,Gottenborg – Calmar,east
1780/05/28,Swen,Wennerberg,Torekov,Malmøe – Uddewalla,west
1780/05/28,Lars,Thunman,Stockholm,Stockholm – Nantes,west
1780/05/28,Hendr. Math.,Bøse,Wismar,Newcastle – Wismar,east
1780/05/28,Eric,Løvenberg,Stockholm,Pinatar – Stockholm,east
1780/05/28,Mathias,Darmer,Wolgast,Dantzig – Amsterdam,west
1780/05/28,Bengt,Siøberg,Stockholm,Stockholm – Lissabon,west
1780/05/28,Martin,Ødman,Uddewalla,Dantzig – Cadix,west
1780/05/28,Hilke,Attes,Vriesland,London – Østersøen,east
1780/05/28,Jan,Aris Cook,Amsterdam,Ostende – Østersøen,east
1780/05/28,Bonche,Hansen,Amsterdam,Aalborg – Riga,east
1780/05/28,Albert,Alberts Huibert,ter Peckel,Rotterdam – Østersøen,east
1780/05/28,Gerardus,Potter,Worckum,Dantzig – Amsterdam,west
1780/05/29,Peter,Maack,Rostock,Rostock – Bergen,west
1780/05/29,George,Meyer,Rostock,Rostock – Bergen,west
1780/05/29,Cornelius,Klokau,Dantzig,Dantzig – Limrich,west
1780/05/29,Johan Jacob,Jantzen,Dantzig,Dantzig – London,west
1780/05/29,Daniel Ernst,Stemming,Dantzig,Dantzig – Plymouth,west
1780/05/29,Johan,Ahrens,Dantzig,Dantzig – Watherford,west
1780/05/29,Claus,Schrøder,Lubeck,Charente – Lubeck,east
1780/05/29,Gunder,Haar,Stavanger,Kiøge – Stavanger,west
1780/05/29,Jens,Knudsen,Kiøbenhavn,Island – Kiøbenhavn,east
1780/05/29,Hans,Isaacsen,Erøe,Kønigsberg – Bergen,west
1780/05/29,Christian,Jurgensen,Sønderborg,Stettin – Port a Port,west
1780/05/29,John,Matson,Borrowstoness,Borrowstoness – St. Petersborg,east
1780/05/29,Thomas,Burlinson,Linn,Memel – Boston,west
1780/05/29,Alexander,Jollie,Montrosse,Riga – Montrosse,west
1780/05/29,William,Jackson,Hull,Riga – Hull,west
1780/05/29,Daniel,Sommerschales,Hull,Riga – Hull,west
1780/05/29,Andrew,Wilson,Saltcoats,Saltcoats – St. Petersborg,east
1780/05/29,John,Mitchel,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/05/29,Martin,Wallis,Barth,London – Barth,east
1780/05/29,Nils Peter,Bohle,Engelstorp,Halmstad – Danmark,east
1780/05/29,Johan Peter,Sarlin,Stockholm,Pillau – Port a Port,west
1780/05/29,Peter,Solin,Stockholm,Stockholm – Port a Port,west
1780/05/29,Joch. N.,Damp,Stockholm,Stockholm – Genua,west
1780/05/29,Jan Claasen,Kuyper,Rotterdam,Rotterdam – Østersøen,east
1780/05/29,Pieter,Jans Pothuis,ter Peckel,Kønigsberg – Amsterdam,west
1780/05/29,Berendt,Visser,Amsterdam,Marstrand – St. Petersborg,east
1780/05/29,Dirk Pieter,Klatter,ter Peckel,Kønigsberg – Amsterdam,west
1780/05/29,Lubbe,Jans Lust,Dormerzyl,Kønigsberg – Amsterdam,west
1780/05/29,Herman,Alderts Smit,Amsterdam,St. Ubes – Østersøen,east
1780/05/30,Christen,Nielsen Agerup,Tonsberg,Helsingøer – Moss,west
